YEAR,WEEK,NUMBER,RESULT
2019,29,2,0
2019,29,1,0
2019,29,8,0
2019,29,1,0
2019,29,1,0
2019,29,2,0
2015,33,1,0
2019,29,6,0
2015,39,1,0
2018,29,50,1
2010,38,4,0
2014,24,12,0
2019,29,1,0
2019,29,5,0
2019,29,2,0
2019,29,9,0
2009,25,3,0
2019,29,9,0
2019,29,3,0
2019,29,3,0
2019,29,44,0
2014,34,5,0
2019,29,1,0
2019,29,7,0
2019,29,1,0
2019,29,1,0
2019,29,2,0
2015,23,41,0
2019,29,3,0
2018,29,1,0
2014,30,20,0
2019,29,4,0
2019,29,10,0
2019,29,6,0
2019,29,9,0
2019,29,1,0
2019,29,1,0
2018,29,15,1
2019,29,2,0
2018,29,2,0
2019,29,1,0
2019,29,4,0
2019,29,2,0
2019,29,9,0
2019,29,1,0
2018,29,17,0
2018,29,39,1
2018,29,8,0
2016,26,26,0
2018,29,24,0
2015,29,34,0
2018,29,2,0
2018,29,2,0
2018,29,50,1
2009,24,50,0
2007,27,1,0
2007,36,50,0
2018,29,47,1
2018,29,1,0
2009,29,1,0
2016,23,5,0
2011,25,5,0
2018,29,50,1
2018,29,14,0
2016,27,1,0
2011,34,23,0
2018,29,8,0
2018,29,9,0
2014,37,5,0
2013,25,5,0
2009,21,19,0
2015,26,21,0
2012,23,2,0
2013,34,10,0
2009,26,3,0
2008,27,3,0
2010,33,1,0
2014,35,1,0
2019,30,3,0
2007,34,2,0
2009,38,5,0
2015,31,2,0
2008,33,50,1
2007,34,43,0
2018,30,18,1
2015,34,7,0
2019,30,42,0
2019,30,14,0
2009,29,1,0
2014,29,8,0
2007,21,1,0
2019,30,3,0
2019,30,2,0
2019,30,4,0
2019,30,1,0
2019,30,21,0
2019,30,1,0
2013,23,29,0
2012,35,8,0
2019,30,1,0
2019,30,4,0
2019,30,11,0
2019,30,2,0
2019,30,1,0
2019,30,21,0
2011,30,6,0
2019,30,8,0
2019,30,3,0
2009,29,11,0
2018,30,31,1
2019,30,17,0
2019,30,1,0
2019,30,5,0
2019,30,1,0
2019,30,5,0
2019,30,17,0
2019,30,7,0
2019,30,14,0
2019,30,3,0
2019,30,1,0
2012,26,9,1
2019,30,1,0
2019,30,8,0
2019,30,17,0
2019,30,30,0
2019,30,6,0
2019,30,4,0
2019,30,3,0
2018,30,15,1
2019,30,12,0
2019,30,3,0
2018,30,1,0
2019,30,4,0
2019,30,5,0
2018,30,2,0
2019,30,4,0
2008,33,7,0
2018,30,6,0
2019,30,15,0
2019,30,14,0
2018,30,3,0
2019,30,7,0
2019,30,2,0
2019,30,3,0
2018,30,7,0
2018,30,8,1
2019,30,2,0
2019,30,4,0
2019,30,2,0
2019,30,4,0
2019,30,5,0
2019,30,1,0
2018,30,16,1
2010,29,3,0
2019,30,3,0
2019,30,11,0
2019,30,2,0
2019,30,6,0
2019,30,8,0
2018,30,2,0
2019,30,3,0
2019,30,1,0
2019,30,6,0
2019,30,2,0
2010,39,1,0
2019,30,11,0
2019,30,6,0
2019,30,13,0
2019,30,2,0
2019,30,8,0
2019,30,7,0
2018,30,5,0
2019,30,1,0
2019,30,3,0
2019,30,5,0
2008,29,44,0
2018,30,6,1
2019,30,28,0
2019,30,6,0
2011,24,4,0
2019,30,11,0
2019,30,2,0
2019,30,5,0
2016,30,43,1
2019,30,1,0
2019,30,3,0
2019,30,3,0
2019,30,5,0
2019,30,3,0
2019,30,6,0
2019,30,2,0
2019,30,31,0
2018,30,2,0
2019,30,6,0
2019,30,13,0
2019,30,6,0
2012,28,6,0
2019,30,17,0
2019,30,1,0
2019,30,1,0
2019,30,8,0
2018,30,50,1
2019,30,5,0
2019,30,4,0
2019,30,1,0
2018,30,36,1
2019,30,5,0
2019,30,2,0
2018,30,34,0
2019,30,2,0
2019,30,7,0
2010,29,46,1
2019,30,1,0
2019,30,3,0
2018,30,14,1
2019,30,14,0
2019,30,1,0
2019,30,7,0
2019,30,2,0
2019,30,14,0
2008,34,12,0
2019,30,1,0
2018,30,8,1
2019,30,46,0
2019,30,1,0
2018,30,50,1
2018,30,7,0
2019,30,19,0
2019,30,4,0
2019,30,8,0
2019,30,6,0
2019,30,1,0
2019,30,1,0
2019,30,6,0
2018,30,48,0
2019,30,3,0
2019,30,1,0
2016,30,50,1
2019,30,7,0
2019,30,4,0
2010,29,6,0
2019,30,3,0
2019,30,6,0
2019,30,1,0
2019,30,3,0
2019,30,1,0
2019,30,18,0
2019,30,3,0
2019,30,2,0
2019,30,3,0
2019,30,29,0
2019,30,1,0
2019,30,7,0
2007,34,50,1
2010,34,1,0
2015,26,9,0
2009,30,23,0
2007,35,22,0
2011,38,1,0
2008,33,50,1
2016,24,1,0
2010,28,50,0
2011,30,4,0
2015,29,5,0
2010,27,26,0
2008,26,7,0
2010,33,5,1
2014,39,1,0
2007,32,42,0
2010,38,3,0
2013,36,14,1
2015,27,13,0
2018,31,20,1
2018,31,24,1
2013,38,2,0
2010,34,10,0
2018,31,7,0
2018,31,19,0
2018,31,17,0
2009,33,12,0
2018,31,9,0
2018,31,50,1
2019,31,1,0
2019,31,2,1
2019,31,5,0
2019,31,43,0
2019,31,21,0
2019,31,4,0
2019,31,5,0
2019,31,1,0
2019,31,4,0
2019,31,9,0
2019,31,20,0
2019,31,2,0
2018,31,25,1
2019,31,4,0
2019,31,11,0
2019,31,3,0
2019,31,4,0
2019,31,1,0
2019,31,1,0
2019,31,15,0
2019,31,6,0
2018,31,7,1
2007,26,14,0
2019,31,2,0
2019,31,6,0
2019,31,4,0
2019,31,5,0
2019,31,1,0
2019,31,1,0
2015,28,5,0
2019,31,1,0
2019,31,1,0
2019,31,4,1
2009,28,47,0
2019,31,2,0
2019,31,2,0
2018,31,2,0
2018,31,50,1
2019,31,5,0
2019,31,1,0
2019,31,1,0
2019,31,1,0
2019,31,4,0
2019,31,1,0
2019,31,22,1
2019,31,6,0
2011,23,49,0
2019,31,6,0
2019,31,36,0
2019,31,5,0
2018,31,12,0
2019,31,2,0
2019,31,4,0
2019,31,5,0
2019,31,4,0
2019,31,21,0
2019,31,5,0
2019,31,1,0
2008,33,50,0
2019,31,5,0
2019,31,8,0
2019,31,5,0
2019,31,2,0
2019,31,4,0
2019,31,1,0
2012,32,6,0
2019,31,14,0
2019,31,50,0
2018,31,18,1
2019,31,17,0
2019,31,5,0
2009,28,1,0
2018,31,1,0
2008,34,3,0
2019,31,31,0
2019,31,16,0
2013,29,36,0
2019,31,10,0
2019,31,5,0
2018,31,50,1
2018,31,50,1
2019,31,6,0
2019,31,2,0
2018,31,2,0
2018,31,13,0
2019,31,3,0
2019,31,1,0
2018,31,4,0
2019,31,2,0
2014,27,3,0
2019,31,4,0
2015,38,6,0
2019,31,1,0
2019,31,6,0
2019,31,5,0
2019,31,3,0
2019,31,1,0
2019,31,6,0
2019,31,1,0
2019,31,6,0
2014,39,2,0
2014,39,4,0
2019,31,8,0
2019,31,3,0
2018,31,27,1
2019,31,3,0
2019,31,19,0
2009,29,50,0
2018,31,4,1
2019,31,44,0
2019,31,2,0
2019,31,1,0
2019,31,50,0
2019,31,4,1
2019,31,5,0
2011,39,21,0
2019,31,2,0
2019,31,44,0
2019,31,1,0
2010,39,1,0
2008,29,6,0
2019,31,1,0
2019,31,8,0
2019,31,11,0
2019,31,16,0
2019,31,4,0
2019,31,3,0
2016,29,50,1
2019,31,10,0
2019,31,2,0
2019,31,2,0
2019,31,2,0
2008,28,2,0
2019,31,4,0
2019,31,2,0
2019,31,10,1
2019,31,1,0
2019,31,18,0
2019,31,14,0
2019,31,5,0
2019,31,3,0
2019,31,39,0
2019,31,6,0
2008,30,1,0
2019,31,19,0
2019,31,42,0
2007,39,2,0
2019,31,1,0
2019,31,10,0
2019,31,1,0
2019,31,7,0
2019,31,1,0
2019,31,6,0
2019,31,3,0
2019,31,1,0
2012,31,22,1
2010,28,11,0
2013,26,46,0
2009,24,50,0
2011,22,8,0
2010,27,50,0
2013,31,27,0
2009,28,18,0
2009,21,22,0
2018,32,1,0
2012,37,50,0
2009,27,10,0
2018,32,22,0
2018,32,6,0
2018,32,2,0
2018,32,4,0
2018,32,12,1
2010,30,3,0
2018,32,1,0
2018,32,2,0
2018,32,8,0
2013,32,3,0
2018,32,12,1
2018,32,2,0
2018,32,5,1
2015,26,1,0
2018,32,46,1
2012,32,13,1
2018,32,23,0
2019,32,22,0
2019,32,9,0
2019,32,3,0
2019,32,6,0
2018,32,48,1
2010,33,12,0
2019,32,1,0
2011,35,17,0
2019,32,4,0
2019,32,1,0
2019,32,1,0
2019,32,1,0
2012,30,27,1
2018,32,47,0
2018,32,10,0
2019,32,1,0
2019,32,4,0
2019,32,50,1
2019,32,2,0
2018,32,21,0
2019,32,8,0
2018,32,22,1
2019,32,5,0
2019,32,5,0
2018,32,21,1
2019,32,3,0
2015,28,5,0
2019,32,6,0
2019,32,12,0
2019,32,14,0
2019,32,5,0
2019,32,2,0
2019,32,3,0
2019,32,2,0
2019,32,11,0
2010,27,50,0
2019,32,4,0
2019,32,3,0
2018,32,39,1
2019,32,1,0
2019,32,4,0
2019,32,2,0
2019,32,4,0
2019,32,27,0
2019,32,26,0
2019,32,5,0
2019,32,2,0
2008,30,10,0
2019,32,9,0
2019,32,3,0
2019,32,11,0
2019,32,4,0
2009,25,1,0
2019,32,16,0
2019,32,5,0
2018,32,50,0
2019,32,1,0
2019,32,47,0
2019,32,5,0
2015,32,14,0
2011,30,41,0
2019,32,1,0
2019,32,2,0
2016,30,1,0
2019,32,5,0
2019,32,7,0
2019,32,11,0
2019,32,1,0
2012,34,27,1
2018,32,50,0
2019,32,40,1
2019,32,8,1
2019,32,22,0
2019,32,1,0
2019,32,49,1
2019,32,4,0
2018,32,50,1
2019,32,6,0
2019,32,13,0
2019,32,2,0
2019,32,15,0
2018,32,33,0
2018,32,17,1
2018,32,50,1
2019,32,5,0
2019,32,4,0
2019,32,1,0
2019,32,13,0
2019,32,21,0
2019,32,39,0
2019,32,6,0
2019,32,1,0
2019,32,3,0
2019,32,2,0
2014,33,4,0
2019,32,5,0
2019,32,2,0
2019,32,1,0
2019,32,1,0
2019,32,9,0
2019,32,1,0
2019,32,6,0
2019,32,4,0
2019,32,11,0
2019,32,32,0
2019,32,3,0
2019,32,2,0
2019,32,3,0
2010,29,12,0
2019,32,10,0
2019,32,6,1
2019,32,7,0
2019,32,3,0
2019,32,1,0
2012,24,19,0
2019,32,8,0
2019,32,2,0
2019,32,10,0
2019,32,15,0
2019,32,50,0
2019,32,4,0
2019,32,26,0
2019,32,4,0
2019,32,1,0
2019,32,11,0
2013,35,48,1
2019,32,2,0
2009,30,2,0
2019,32,7,0
2019,32,2,0
2019,32,7,0
2019,32,5,0
2019,32,2,0
2019,32,8,0
2019,32,2,0
2019,32,13,0
2019,32,13,0
2019,32,5,0
2019,32,17,0
2019,32,3,0
2019,32,42,1
2019,32,2,0
2019,32,4,0
2019,32,1,0
2019,32,25,0
2019,32,11,0
2019,32,44,0
2019,32,31,1
2019,32,3,0
2019,32,13,0
2019,32,11,0
2019,32,2,0
2019,32,11,0
2019,32,3,0
2019,32,5,0
2019,32,3,0
2018,33,1,0
2019,32,6,0
2019,32,3,0
2019,32,48,0
2019,32,5,0
2010,31,8,0
2019,32,4,0
2019,32,17,0
2019,32,2,0
2019,32,11,1
2010,31,5,0
2008,33,50,0
2016,30,50,1
2014,35,4,0
2012,35,19,0
2010,28,50,0
2013,31,11,0
2018,33,2,0
2009,21,49,0
2018,33,8,0
2015,35,6,0
2010,32,4,0
2015,32,50,0
2012,26,15,0
2014,34,31,1
2012,35,2,0
2018,33,11,0
2018,33,19,0
2018,33,50,1
2018,33,49,1
2018,33,50,1
2012,33,1,0
2012,37,46,1
2011,22,1,0
2018,33,7,0
2009,37,1,0
2014,29,3,0
2018,33,10,0
2013,31,50,1
2019,33,15,1
2015,30,50,0
2018,33,9,0
2015,32,16,0
2018,33,32,1
2008,25,2,0
2008,29,1,0
2013,29,6,0
2012,26,10,0
2018,33,1,0
2011,27,1,0
2012,32,4,0
2019,33,26,0
2019,33,4,0
2019,33,33,1
2019,33,50,1
2019,33,10,0
2019,33,18,0
2018,33,43,0
2019,33,12,1
2019,33,20,0
2019,33,6,0
2019,33,5,0
2019,33,3,1
2018,33,32,1
2013,28,34,0
2019,33,4,0
2019,33,10,0
2019,33,4,0
2019,33,4,0
2019,33,46,0
2012,33,4,1
2018,33,12,1
2019,33,28,0
2019,33,5,1
2018,33,50,1
2019,33,6,0
2019,33,12,1
2019,33,14,0
2018,33,6,1
2014,33,6,0
2015,23,5,0
2019,33,3,0
2019,33,47,0
2019,33,6,0
2019,33,30,1
2019,33,1,0
2019,33,5,0
2019,33,1,0
2019,33,7,0
2018,33,4,0
2019,33,16,0
2019,33,1,0
2019,33,5,0
2019,33,6,0
2019,33,4,0
2019,33,17,0
2019,33,28,0
2019,33,6,0
2019,33,11,0
2019,33,10,0
2015,32,40,1
2019,33,50,1
2019,33,2,0
2007,28,11,0
2011,35,2,0
2019,33,4,0
2019,33,5,0
2009,24,50,0
2008,30,6,0
2019,33,16,0
2015,34,42,0
2010,32,17,0
2019,33,31,1
2019,33,9,0
2019,33,11,0
2019,33,5,0
2019,33,14,0
2019,33,29,0
2019,33,22,0
2012,31,20,1
2019,33,8,0
2019,33,5,1
2019,33,14,1
2019,33,2,0
2007,37,4,0
2019,33,39,0
2019,33,3,0
2019,33,1,0
2019,33,37,1
2019,33,50,1
2019,33,50,0
2019,33,17,0
2019,33,7,0
2019,33,2,0
2019,33,11,0
2019,33,15,0
2019,33,15,1
2019,33,3,0
2019,33,5,0
2019,33,11,0
2019,33,7,0
2019,33,34,0
2019,33,6,0
2016,26,16,0
2019,33,4,0
2019,33,20,0
2015,24,4,0
2019,33,1,0
2008,28,6,0
2019,33,1,1
2019,33,4,0
2019,33,2,0
2019,33,3,0
2019,33,50,0
2019,33,6,0
2019,33,1,0
2009,38,2,0
2019,33,2,0
2019,33,2,0
2019,33,1,0
2019,33,8,0
2019,33,40,0
2019,33,3,0
2019,33,3,0
2019,33,7,0
2019,33,5,0
2019,33,8,0
2013,37,50,0
2015,35,10,0
2019,33,6,0
2018,34,28,1
2019,33,8,0
2019,33,8,0
2019,33,50,1
2007,31,13,0
2015,37,9,0
2019,33,5,0
2019,33,21,0
2019,33,11,0
2011,33,2,0
2011,27,33,0
2007,37,1,0
2019,33,6,0
2016,30,34,1
2019,33,50,1
2019,33,6,0
2019,33,5,0
2019,33,18,0
2019,33,3,0
2019,33,15,0
2019,33,41,1
2019,33,8,0
2019,33,4,0
2019,33,22,0
2019,33,8,0
2019,33,8,0
2015,26,17,0
2019,33,15,0
2019,33,29,0
2019,33,2,0
2019,33,1,0
2019,33,8,0
2019,33,11,0
2019,33,20,0
2019,33,11,0
2019,33,3,0
2019,33,24,0
2019,33,4,0
2018,34,5,0
2019,33,2,0
2019,33,3,0
2019,33,16,0
2019,33,27,0
2019,33,31,0
2019,33,3,0
2019,33,5,0
2019,33,17,0
2019,33,1,0
2019,33,34,0
2019,33,12,0
2015,24,24,0
2019,33,1,0
2019,33,9,0
2019,33,1,0
2019,33,12,0
2019,33,4,0
2019,33,1,0
2019,33,5,0
2019,33,6,0
2007,33,30,0
2019,33,6,0
2019,33,38,0
2019,33,6,0
2014,29,11,0
2019,33,50,0
2019,33,1,0
2019,33,22,0
2019,33,11,0
2019,33,6,0
2019,33,12,1
2015,30,1,0
2019,33,1,0
2019,33,2,0
2019,33,32,0
2018,34,2,0
2018,34,1,0
2019,33,3,0
2016,31,7,0
2018,34,8,1
2008,35,1,0
2008,34,3,0
2018,34,50,1
2007,33,31,0
2008,30,5,0
2018,34,3,0
2013,26,1,0
2014,34,27,0
2018,34,15,1
2008,34,1,0
2018,34,9,1
2013,25,31,0
2018,34,3,0
2009,27,50,0
2018,34,2,0
2018,34,1,0
2018,34,1,0
2011,30,1,0
2018,34,11,1
2018,34,16,1
2018,34,6,1
2009,30,33,0
2019,34,46,1
2018,34,1,1
2018,34,11,0
2011,32,7,0
2011,24,10,0
2010,25,50,0
2011,30,18,1
2014,28,31,0
2018,34,3,1
2018,34,3,0
2015,36,3,0
2016,30,2,0
2007,33,4,0
2014,25,45,0
2013,28,1,0
2013,31,50,1
2010,34,50,0
2010,36,1,0
2010,30,3,0
2018,35,3,0
2010,39,2,0
2008,35,13,1
2013,31,50,0
2008,33,2,0
2008,34,22,0
2019,34,12,0
2019,34,50,1
2019,34,18,0
2009,32,1,0
2019,34,7,0
2019,34,18,0
2019,34,2,0
2010,34,1,0
2019,34,2,0
2019,34,28,0
2019,34,2,0
2014,30,3,0
2019,34,44,0
2019,34,3,0
2012,24,25,0
2019,34,3,0
2019,34,4,0
2019,34,1,0
2019,34,2,0
2011,33,31,1
2019,34,27,0
2019,34,3,0
2019,34,7,0
2019,34,17,0
2019,34,50,1
2019,34,42,1
2019,34,1,0
2019,34,6,0
2019,34,16,0
2019,34,41,1
2019,34,39,0
2019,34,9,0
2019,34,8,0
2019,34,6,0
2019,34,1,0
2016,29,50,0
2019,34,26,0
2019,34,2,0
2019,34,8,0
2019,34,7,0
2019,34,50,1
2007,34,50,0
2019,34,50,1
2019,34,50,0
2019,34,4,0
2019,34,4,0
2019,34,2,0
2019,34,11,0
2019,34,50,1
2019,34,4,0
2019,34,6,0
2019,34,17,1
2019,34,20,1
2019,34,3,0
2019,34,19,0
2019,34,37,0
2019,34,48,1
2019,34,50,1
2019,34,1,0
2019,34,11,0
2011,36,24,1
2015,22,9,0
2007,33,50,0
2019,34,6,1
2019,34,50,1
2018,35,2,0
2019,34,1,0
2019,34,14,1
2014,31,11,1
2019,34,49,0
2013,24,6,0
2019,34,1,0
2018,35,4,0
2019,34,7,0
2019,34,30,1
2019,34,1,1
2018,35,2,0
2018,35,2,0
2018,35,2,0
2015,35,50,0
2019,34,6,0
2012,33,5,1
2019,34,43,0
2019,34,15,0
2018,35,3,0
2019,34,2,0
2019,34,7,0
2018,35,4,0
2019,34,19,1
2019,34,45,0
2019,34,1,1
2018,35,2,0
2019,34,3,0
2019,34,1,0
2018,35,7,0
2019,34,1,0
2019,34,4,0
2019,34,16,1
2019,34,50,0
2019,34,3,0
2019,34,7,0
2019,34,7,0
2019,34,4,0
2019,34,2,0
2019,34,4,0
2019,34,50,0
2019,34,1,0
2019,34,38,1
2018,35,4,1
2019,34,9,0
2018,35,3,0
2018,35,1,0
2019,34,20,1
2019,34,9,0
2019,34,48,1
2011,29,3,0
2019,34,12,0
2019,34,5,0
2019,34,2,0
2016,30,50,1
2019,34,6,0
2019,34,5,0
2019,34,9,1
2019,34,6,0
2019,34,25,0
2014,23,13,0
2010,29,18,0
2019,34,50,0
2018,35,3,0
2019,34,10,0
2019,34,2,0
2013,29,16,0
2019,34,33,1
2019,34,12,0
2019,34,41,1
2019,34,3,0
2019,34,7,0
2019,34,7,0
2019,34,7,0
2009,31,11,0
2014,27,16,0
2019,34,3,0
2019,34,1,0
2019,34,8,0
2011,38,20,0
2019,34,24,0
2019,34,15,0
2019,34,16,0
2019,34,7,0
2019,34,11,1
2019,34,1,0
2019,34,3,0
2019,34,13,0
2019,34,5,0
2019,34,1,0
2018,35,10,0
2019,34,1,0
2019,34,1,0
2019,34,24,0
2019,34,50,1
2008,28,9,0
2019,34,50,0
2019,34,3,0
2019,34,14,0
2019,34,1,0
2019,34,5,0
2019,34,19,0
2019,34,23,0
2019,34,1,0
2019,34,1,0
2019,34,2,0
2019,34,33,1
2019,34,17,1
2019,34,1,0
2019,34,17,0
2019,34,2,0
2019,34,34,0
2019,34,35,0
2012,32,2,0
2019,34,8,0
2007,39,3,0
2019,34,4,0
2019,34,38,1
2019,34,6,0
2019,34,3,0
2010,32,1,0
2012,29,31,1
2018,36,2,0
2014,30,12,0
2007,37,1,0
2012,31,2,0
2016,28,4,0
2010,31,1,0
2010,34,13,0
2018,36,5,0
2015,30,50,0
2018,36,4,0
2018,36,3,0
2018,36,4,0
2009,29,26,0
2015,29,9,1
2018,36,1,0
2018,36,3,0
2018,36,1,0
2018,36,11,0
2015,36,2,0
2009,34,1,0
2012,23,6,0
2015,33,34,0
2018,36,6,0
2014,24,50,0
2018,36,2,0
2018,36,9,0
2018,36,2,0
2019,35,2,0
2018,36,1,0
2009,35,5,1
2015,30,1,0
2018,36,2,0
2018,36,2,0
2012,32,43,0
2007,34,50,0
2015,39,4,0
2012,32,19,0
2019,35,12,1
2019,35,1,0
2019,35,20,0
2019,35,34,0
2019,35,48,1
2019,35,1,0
2019,35,33,1
2019,35,5,0
2019,35,3,1
2019,35,28,0
2019,35,20,0
2019,35,10,0
2019,35,1,0
2019,35,22,1
2019,35,6,1
2019,35,1,0
2019,35,7,0
2019,35,8,0
2019,35,11,0
2019,35,1,0
2010,31,2,0
2019,35,1,0
2019,35,13,0
2019,35,1,0
2019,35,4,0
2019,35,2,0
2019,35,13,0
2019,35,16,1
2019,35,31,0
2019,35,50,1
2019,35,5,0
2019,35,33,0
2016,31,39,0
2019,35,5,0
2019,35,49,1
2019,35,1,0
2019,35,2,0
2019,35,6,1
2019,35,1,0
2019,35,11,0
2019,35,4,0
2019,35,1,0
2019,35,24,0
2019,35,4,0
2019,35,4,0
2019,35,1,0
2019,35,9,0
2019,35,1,0
2019,35,13,0
2019,35,8,0
2019,35,3,1
2019,35,10,0
2019,35,3,0
2019,35,1,0
2019,35,1,0
2019,35,48,1
2019,35,8,0
2019,35,15,0
2018,37,1,0
2019,35,2,0
2019,35,10,0
2012,31,28,0
2019,35,2,1
2019,35,4,0
2019,35,8,1
2019,35,27,1
2019,35,5,0
2019,35,35,0
2019,35,3,0
2019,35,17,1
2019,35,6,0
2019,35,8,0
2019,35,17,1
2019,35,9,0
2019,35,8,0
2019,35,15,0
2019,35,4,1
2019,35,11,1
2019,35,50,1
2018,37,10,0
2019,35,4,0
2010,31,22,0
2019,35,6,0
2014,39,1,0
2019,35,6,0
2018,37,11,0
2019,35,22,0
2019,35,5,0
2019,35,1,0
2018,37,7,0
2019,35,1,0
2011,29,18,0
2019,35,3,0
2019,35,4,0
2019,35,7,1
2018,37,5,0
2019,35,32,1
2019,35,9,0
2019,35,27,0
2018,37,3,0
2019,35,8,0
2019,35,1,0
2019,35,1,0
2019,35,7,0
2019,35,2,0
2019,35,25,0
2016,29,50,1
2019,35,4,0
2014,35,9,0
2019,35,17,1
2019,35,1,0
2010,22,34,0
2018,37,1,0
2011,29,50,0
2013,30,18,0
2019,35,25,0
2019,35,5,0
2019,35,10,1
2019,35,50,1
2019,35,1,1
2019,35,46,1
2007,28,1,0
2015,32,33,0
2011,37,9,1
2019,35,6,0
2019,35,8,0
2019,35,35,1
2019,35,10,0
2019,35,41,1
2019,35,2,0
2019,35,2,0
2019,35,7,0
2019,35,12,1
2019,35,6,0
2019,35,1,0
2019,35,8,0
2019,35,8,0
2019,35,12,0
2019,35,1,0
2019,35,9,0
2019,35,5,0
2019,35,36,0
2019,35,38,1
2019,35,2,0
2019,35,2,0
2019,35,4,0
2019,35,1,0
2019,35,2,0
2019,35,34,0
2019,35,10,0
2014,34,4,0
2019,35,4,0
2013,33,7,0
2019,35,6,0
2019,35,7,0
2019,35,1,1
2019,35,9,0
2019,35,9,0
2019,35,1,0
2008,32,5,0
2009,38,2,0
2013,31,44,0
2009,21,27,0
2018,38,6,0
2018,38,5,0
2011,27,50,0
2007,29,7,0
2018,38,3,0
2018,38,1,0
2018,38,1,0
2018,38,1,0
2018,38,1,0
2018,38,11,0
2018,38,9,0
2018,38,4,0
2012,34,18,1
2015,32,7,0
2018,38,4,0
2010,36,7,0
2018,38,9,0
2011,37,3,0
2018,38,21,0
2012,34,50,1
2019,36,3,0
2019,36,5,0
2019,36,3,0
2019,36,7,0
2019,36,2,0
2019,36,3,0
2019,36,11,1
2018,38,7,0
2012,26,25,0
2019,36,6,0
2018,38,7,0
2019,36,10,0
2019,36,27,0
2018,38,3,0
2019,36,5,1
2019,36,23,1
2019,36,1,0
2019,36,3,0
2014,37,6,0
2019,36,1,0
2019,36,1,0
2019,36,2,0
2019,36,24,1
2019,36,5,0
2019,36,4,0
2019,36,5,0
2009,29,7,0
2019,36,12,0
2019,36,3,0
2019,36,8,0
2019,36,4,0
2019,36,6,0
2019,36,45,1
2019,36,1,0
2019,36,6,0
2019,36,13,1
2011,24,1,0
2019,36,1,0
2019,36,20,1
2019,36,16,0
2011,32,4,0
2019,36,1,0
2019,36,13,0
2009,33,12,0
2019,36,2,0
2019,36,7,0
2019,36,22,0
2019,36,3,0
2019,36,1,0
2019,36,9,0
2019,36,6,1
2019,36,26,0
2019,36,6,0
2019,36,16,0
2019,36,30,0
2019,36,2,0
2019,36,8,0
2019,36,4,0
2019,36,5,0
2019,36,1,0
2019,36,1,0
2013,30,5,0
2019,36,14,0
2019,36,2,0
2019,36,1,0
2019,36,24,1
2019,36,4,0
2015,26,25,0
2019,36,4,0
2019,36,2,0
2019,36,1,0
2019,36,4,0
2019,36,25,0
2019,36,1,0
2009,21,27,0
2019,36,4,0
2014,35,3,0
2019,36,1,0
2019,36,5,0
2019,36,5,0
2019,36,2,0
2019,36,11,0
2019,36,1,0
2019,36,10,0
2019,36,4,0
2019,36,2,0
2019,36,1,0
2019,36,10,0
2019,36,17,0
2019,36,3,0
2019,36,1,0
2019,36,1,0
2019,36,5,0
2019,36,8,0
2019,36,3,0
2019,36,10,0
2019,36,2,0
2019,36,24,1
2019,36,1,0
2019,36,4,0
2019,36,28,0
2019,36,23,1
2019,36,7,1
2018,39,4,0
2009,29,50,0
2019,36,4,0
2010,32,1,0
2018,39,2,0
2019,36,23,0
2019,36,12,1
2019,36,13,1
2019,36,1,0
2014,31,8,0
2019,36,4,0
2019,36,4,0
2019,36,1,0
2019,36,5,0
2010,31,7,1
2012,24,2,0
2019,36,1,0
2019,36,23,1
2019,36,2,0
2019,36,2,0
2019,36,2,0
2019,36,7,0
2014,24,50,0
2019,36,10,0
2019,36,2,0
2019,36,6,0
2019,36,7,0
2009,28,2,0
2019,36,6,0
2009,30,9,0
2018,39,1,0
2018,39,3,0
2018,39,2,0
2010,36,1,0
2018,39,15,0
2014,26,13,0
2014,30,11,0
2018,39,3,0
2018,39,9,0
2015,31,1,0
2010,31,50,0
2011,39,1,0
2012,29,9,1
2011,34,1,0
2009,29,6,0
2013,35,18,0
2015,36,5,0
2009,25,7,0
2007,30,4,0
2015,22,24,0
2009,38,1,0
2015,30,1,0
2019,37,50,0
2010,25,24,0
2014,38,1,0
2016,31,50,1
2015,34,8,0
2007,32,42,1
2011,21,1,0
2011,33,10,0
2014,35,1,0
2008,31,2,0
2009,31,2,0
2011,26,8,0
2013,29,18,0
2019,37,6,0
2019,37,19,0
2009,32,2,0
2019,37,1,0
2019,37,26,1
2019,37,10,0
2019,37,10,0
2019,37,20,0
2019,37,14,0
2016,26,3,0
2015,27,46,0
2019,37,24,0
2019,37,1,0
2019,37,12,0
2019,37,3,0
2019,37,3,0
2019,37,33,1
2019,37,41,1
2019,37,5,0
2019,37,2,0
2009,32,1,0
2019,37,6,0
2019,37,3,0
2019,37,5,0
2019,37,29,1
2019,37,25,0
2019,37,2,0
2019,37,25,0
2019,37,1,0
2019,37,1,0
2019,37,37,1
2019,37,15,0
2019,37,36,0
2019,37,2,0
2009,28,1,0
2019,37,13,0
2019,37,3,0
2019,37,7,0
2019,37,2,0
2019,37,41,0
2019,37,4,0
2019,37,8,0
2019,37,2,0
2019,37,50,1
2019,37,42,1
2019,37,46,1
2019,37,12,0
2019,37,33,0
2019,37,50,1
2019,37,27,1
2019,37,40,1
2019,37,3,0
2019,37,5,0
2019,37,6,0
2019,37,5,0
2019,37,2,0
2019,37,13,0
2019,37,19,0
2019,37,4,0
2011,27,1,0
